,id,created_at,edit_history_tweet_ids,text,withheld
171,1.5617951058534318e+18,2022-08-22 19:19:04+00:00,['1561795105853431813'],Ice cold from sanchoodinho,
172,1.5617943269711544e+18,2022-08-22 19:15:58+00:00,['1561794326971154441'],Goallll sanxhooooo,
173,1.561792910827348e+18,2022-08-22 19:10:21+00:00,['1561792910827347975'],Jesus Elanga!,
174,1.5617898175240315e+18,2022-08-22 18:58:03+00:00,['1561789817524031489'],"Torh, Alhamdullahi @ManUtd",
175,1.5617865884386017e+18,2022-08-22 18:45:13+00:00,['1561786588438601730'],RT @FAFiltvedt: https://t.co/8uss05OCfD,
176,1.5617715850187776e+18,2022-08-22 17:45:36+00:00,['1561771585018777608'],RT @markgoldbridge: #GlazersOut. Type it,
177,1.5617637685559296e+18,2022-08-22 17:14:33+00:00,['1561763768555929600'],Love him 😍 https://t.co/Z7843nzWbX,
178,1.5617322474719396e+18,2022-08-22 15:09:18+00:00,['1561732247471939584'],"RT @FaruqBashar: Help save Abdulrahman, Donate a retweet for awareness or any amount you can 🙏🏾🙏🏾 https://t.co/5oa5808izk",
179,1.5617316594976113e+18,2022-08-22 15:06:57+00:00,['1561731659497611272'],"@na_iimaah 'willing to d!e on""",
180,1.561713705037058e+18,2022-08-22 13:55:37+00:00,['1561713705037058048'],"RT @DiscussingFilm: ‘THE BOYS’ Season 4 has begun filming.

(Source: @antonystarr) https://t.co/3PWJ8XzCOM",
181,1.5616981767882015e+18,2022-08-22 12:53:54+00:00,['1561698176788201472'],@rafiudabosss Lmaoooo,
182,1.5616741630473503e+18,2022-08-22 11:18:29+00:00,['1561674163047350273'],"RT @utdreport: Casemiro: ""Signing for #mufc is a very important challenge for me — I feel like I am 18 years old, if it were up to me I wou…",
183,1.561670715325272e+18,2022-08-22 11:04:47+00:00,['1561670715325272065'],@utdreport @MadridXtra He's being modest lmaoo,
184,1.5616574201365463e+18,2022-08-22 10:11:57+00:00,['1561657420136546305'],"RT @NumenLabode: If you are travelling out (Japa) or know someone that is relocating and can't afford flight ticket.

Please reach out to m…",
185,1.56164525457877e+18,2022-08-22 09:23:37+00:00,['1561645254578769922'],Matchday,
186,1.5614933593860424e+18,2022-08-21 23:20:02+00:00,['1561493359386042373'],"I no dey blow trees, orin lo'n yi mi Lori.",
